Clave,Fecha,Casos positivos
17-038,200809,7
17-038,200810,7
17-038,200811,7
17-038,200812,6
17-038,200903,9
17-038,200904,8
17-038,200905,7
17-038,200906,13
17-038,200907,13
17-038,200908,14
17-038,200909,14
17-038,200910,17
17-038,200911,15
17-038,200912,11
17-038,200913,6
17-038,200915,6
17-038,200916,6
17-038,201006,6
17-038,201007,6
17-038,201008,7
17-038,201009,6
17-038,201010,10
17-038,201011,10
17-038,201012,10
17-038,201013,9
17-038,201014,8
17-038,201015,9
17-038,201016,10
17-038,201017,11
17-038,201018,11
17-038,201019,11
17-038,201020,12
17-038,201021,14
17-038,201022,12
17-038,201023,11
17-038,201024,10
17-038,201025,7
17-038,201026,7
17-038,201027,8
17-038,201028,8
17-038,201029,8
17-038,201030,13
17-038,201031,14
17-038,201101,12
17-038,201102,8
17-038,201103,6
17-038,201110,9
17-038,201111,8
17-038,201112,7
17-038,201113,7
17-038,201125,8
17-038,201126,8
17-038,201127,8
17-038,201128,9
17-038,201129,8
17-038,201130,7
17-038,201201,10
17-038,201202,11
17-038,201203,11
17-038,201205,34
17-038,201206,15
17-038,201207,15
17-038,201208,16
17-038,201209,16
17-038,201210,14
17-038,201211,15
17-038,201212,17
17-038,201214,17
17-038,201215,18
17-038,201216,18
17-038,201217,17
17-038,201218,17
17-038,201219,11
17-038,201220,12
17-038,201221,12
17-038,201222,15
17-038,201223,16
17-038,201224,17
17-038,201225,20
17-038,201226,17
17-038,201227,19
17-038,201228,19
17-038,201229,20
17-038,201230,20
17-038,201231,20
17-038,210101,23
17-038,210102,19
17-038,210103,18
17-040,200730,6
17-040,200731,7
17-040,200801,6
17-040,200802,6
17-040,200803,6
17-040,200811,6
17-040,200812,6
17-040,200813,6
17-040,201205,12
17-040,201212,6
17-040,201214,6
17-040,201222,7
17-040,201223,7
17-040,201224,10
17-040,201225,18
17-040,201226,18
17-040,201227,18
17-040,201228,16
17-040,201229,15
17-040,201230,12
17-040,201231,12
17-040,210101,10
17-040,210102,11
17-040,210103,11
17-046,200703,6
17-046,200711,7
17-046,200712,6
17-046,200713,6
17-046,200714,6
17-046,200910,7
17-046,200911,7
17-046,200912,7
17-046,200913,6
17-046,200914,6
17-046,200915,6
17-046,200917,8
17-046,200918,10
17-046,200919,10
17-046,201009,6
17-046,201010,6
17-046,201011,6
17-046,201012,6
17-046,201013,6
17-046,201014,7
17-046,201015,6
17-046,201016,6
17-046,201017,6
17-046,201020,6
17-046,201022,6
17-046,201023,9
17-046,201024,9
17-046,201025,9
17-046,201026,10
17-046,201027,11
17-046,201028,9
17-046,201029,7
17-046,201030,11
17-046,201031,10
17-046,201101,10
17-046,201102,12
17-046,201103,16
17-046,201104,15
17-046,201105,12
17-046,201106,11
17-046,201107,10
17-046,201108,9
17-046,201109,8
17-046,201110,8
17-046,201111,8
17-046,201125,8
17-046,201128,6
17-046,201129,6
17-046,201202,9
17-046,201203,11
17-046,201205,26
17-046,201206,12
17-046,201207,12
17-046,201208,12
17-046,201209,12
17-046,201210,12
17-046,201211,13
17-046,201212,13
17-046,201214,18
17-046,201215,21
17-046,201216,19
17-046,201217,18
17-046,201218,18
17-046,201219,17
17-046,201220,18
17-046,201221,18
17-046,201222,18
17-046,201223,15
17-046,201224,17
17-046,201225,14
17-046,201226,12
17-046,201227,15
17-046,201228,11
17-046,201229,14
17-046,201230,12
17-046,201231,13
17-046,210101,13
17-046,210102,13
17-046,210103,9
17-047,200709,6
17-047,200710,7
17-047,200711,6
17-047,200712,6
17-047,200713,6
17-047,200715,7
17-047,200716,9
17-047,200717,9
17-047,200718,10
17-047,200719,9
17-047,200720,9
17-047,200721,6
17-047,200724,6
17-047,200726,9
17-047,200727,6
17-047,200728,6
17-047,200730,7
17-047,200731,7
17-047,200802,6
17-047,200803,6
17-047,200821,6
17-047,200822,6
17-047,200823,7
17-047,200825,10
17-047,200826,7
17-047,200827,7
17-047,200828,8
17-047,200829,7
17-047,200830,6
17-047,200903,6
17-047,200904,11
17-047,200905,8
17-047,200906,9
17-047,200907,8
17-047,200908,9
17-047,200909,8
17-047,200910,8
17-047,200911,8
17-047,200912,8
17-047,200913,7
17-047,200914,7
17-047,200915,7
17-047,200916,6
17-047,200919,6
17-047,200920,6
17-047,200921,6
17-047,200922,6
17-047,200923,6
17-047,200925,6
17-047,201008,6
17-047,201009,6
17-047,201010,6
17-047,201011,6
17-047,201012,10
17-047,201013,13
17-047,201014,13
17-047,201015,16
17-047,201016,14
17-047,201017,12
17-047,201018,13
17-047,201019,12
17-047,201020,13
17-047,201021,18
17-047,201022,20
17-047,201023,24
17-047,201024,21
17-047,201025,19
17-047,201026,17
17-047,201027,15
17-047,201028,19
17-047,201029,18
17-047,201030,21
17-047,201031,21
17-047,201101,19
17-047,201102,22
17-047,201103,15
17-047,201104,12
17-047,201105,14
17-047,201106,17
17-047,201107,16
17-047,201108,13
17-047,201109,15
17-047,201110,14
17-047,201111,12
17-047,201112,9
17-047,201113,6
17-047,201127,6
17-047,201128,7
17-047,201129,7
17-047,201130,9
17-047,201201,10
17-047,201202,12
17-047,201203,14
17-047,201205,21
17-047,201206,9
17-047,201207,9
17-047,201208,10
17-047,201209,12
17-047,201210,14
17-047,201211,14
17-047,201212,23
17-047,201214,24
17-047,201215,26
17-047,201216,24
17-047,201217,23
17-047,201218,25
17-047,201219,27
17-047,201220,29
17-047,201221,27
17-047,201222,31
17-047,201223,28
17-047,201224,32
17-047,201225,27
17-047,201226,27
17-047,201227,24
17-047,201228,24
17-047,201229,31
17-047,201230,32
17-047,201231,29
17-047,210101,27
17-047,210102,26
17-047,210103,22
17-055,200630,6
17-055,200701,6
17-055,200702,6
17-055,200703,9
17-055,200704,10
17-055,200705,9
17-055,200706,6
17-055,200707,8
17-055,200708,8
17-055,200709,7
17-055,200710,8
17-055,200711,9
17-055,200712,7
17-055,200713,6
17-055,200718,6
17-055,200722,6
17-055,200723,6
17-055,200724,8
17-055,200726,6
17-055,200728,7
17-055,200729,8
17-055,200730,11
17-055,200731,12
17-055,200801,11
17-055,200802,12
17-055,200803,10
17-055,200804,11
17-055,200805,9
17-055,200806,11
17-055,200807,10
17-055,200808,10
17-055,200809,10
17-055,200810,8
17-055,200811,7
17-055,200812,6
17-055,200820,7
17-055,200821,8
17-055,200822,15
17-055,200823,16
17-055,200824,15
17-055,200825,16
17-055,200826,11
17-055,200827,11
17-055,200828,13
17-055,200829,12
17-055,200830,11
17-055,200831,9
17-055,200901,8
17-055,200902,6
17-055,200903,9
17-055,200904,8
17-055,200905,7
17-055,200906,8
17-055,200907,8
17-055,200908,10
17-055,200909,14
17-055,200910,13
17-055,200911,13
17-055,200912,13
17-055,200913,7
17-055,200914,6
17-055,200915,6
17-055,200919,9
17-055,200920,7
17-055,200921,6
17-055,200923,9
17-055,200924,13
17-055,200925,16
17-055,200926,15
17-055,200927,13
17-055,200928,13
17-055,200929,11
17-055,200930,11
17-055,201001,9
17-055,201002,12
17-055,201003,15
17-055,201004,20
17-055,201005,19
17-055,201006,21
17-055,201007,35
17-055,201008,41
17-055,201009,38
17-055,201010,37
17-055,201011,31
17-055,201012,30
17-055,201013,30
17-055,201014,34
17-055,201015,35
17-055,201016,35
17-055,201017,25
17-055,201018,12
17-055,201019,11
17-055,201020,12
17-055,201021,13
17-055,201022,15
17-055,201023,18
17-055,201024,19
17-055,201025,18
17-055,201026,17
17-055,201027,14
17-055,201028,11
17-055,201029,11
17-055,201030,19
17-055,201031,17
17-055,201101,19
17-055,201102,18
17-055,201103,17
17-055,201104,15
17-055,201105,14
17-055,201106,23
17-055,201107,21
17-055,201108,20
17-055,201109,22
17-055,201110,11
17-055,201111,8
17-055,201123,6
17-055,201125,15
17-055,201126,13
17-055,201127,15
17-055,201128,16
17-055,201129,15
17-055,201130,14
17-055,201201,19
17-055,201202,19
17-055,201203,19
17-055,201205,44
17-055,201206,23
17-055,201207,26
17-055,201208,29
17-055,201209,29
17-055,201210,34
17-055,201211,39
17-055,201212,37
17-055,201214,35
17-055,201215,36
17-055,201216,31
17-055,201217,28
17-055,201218,34
17-055,201219,39
17-055,201220,42
17-055,201221,42
17-055,201222,49
17-055,201223,48
17-055,201224,50
17-055,201225,47
17-055,201226,45
17-055,201227,45
17-055,201228,41
17-055,201229,43
17-055,201230,45
17-055,201231,43
17-055,210101,37
17-055,210102,34
17-055,210103,30
17-066,200629,6
17-066,200630,6
17-066,200701,7
17-066,200702,7
17-066,200703,6
17-066,200707,10
17-066,200708,11
17-066,200709,16
17-066,200710,15
17-066,200711,15
17-066,200712,14
17-066,200713,14
17-066,200714,15
17-066,200715,11
17-066,200716,8
17-066,200717,6
17-066,200718,7
17-066,200719,8
17-066,200720,8
17-066,200721,21
17-066,200722,24
17-066,200723,24
17-066,200724,31
17-066,200726,24
17-066,200727,16
17-066,200728,13
17-066,200729,12
17-066,200730,18
17-066,200731,19
17-066,200801,15
17-066,200802,15
17-066,200803,15
17-066,200804,16
17-066,200805,10
17-066,200806,11
17-066,200807,11
17-066,200808,13
17-066,200809,10
17-066,200810,9
17-066,200811,8
17-066,200812,7
17-066,200813,6
17-066,200814,6
17-066,200815,7
17-066,200820,6
17-066,200821,11
17-066,200822,13
17-066,200823,12
17-066,200824,12
17-066,200825,13
17-066,200826,10
17-066,200827,9
17-066,200828,10
17-066,200829,11
17-066,200830,11
17-066,200831,9
17-066,200901,12
17-066,200902,12
17-066,200903,16
17-066,200904,13
17-066,200905,11
17-066,200906,9
17-066,200907,9
17-066,200908,9
17-066,200909,9
17-066,200910,6
17-066,200913,7
17-066,200914,9
17-066,200915,11
17-066,200916,10
17-066,200917,11
17-066,200918,11
17-066,200919,13
17-066,200920,16
17-066,200921,12
17-066,200922,12
17-066,200923,10
17-066,200924,12
17-066,200925,10
17-066,200926,9
17-066,200927,9
17-066,200928,7
17-066,200929,6
17-066,200930,7
17-066,201002,7
17-066,201003,14
17-066,201004,14
17-066,201005,12
17-066,201006,14
17-066,201007,6
17-066,201008,7
17-066,201009,9
17-066,201010,10
17-066,201011,10
17-066,201012,10
17-066,201013,11
17-066,201014,11
17-066,201015,13
17-066,201016,11
17-066,201017,11
17-066,201018,12
17-066,201019,11
17-066,201020,15
17-066,201021,13
17-066,201022,17
17-066,201023,22
17-066,201024,23
17-066,201025,24
17-066,201026,18
17-066,201027,21
17-066,201028,19
17-066,201029,20
17-066,201030,21
17-066,201031,19
17-066,201101,22
17-066,201102,17
17-066,201103,15
17-066,201104,16
17-066,201105,13
17-066,201106,15
17-066,201107,17
17-066,201108,15
17-066,201109,19
17-066,201110,13
17-066,201111,10
17-066,201112,13
17-066,201113,10
17-066,201114,8
17-066,201123,7
17-066,201125,15
17-066,201126,7
17-066,201127,9
17-066,201128,12
17-066,201129,12
17-066,201130,13
17-066,201201,18
17-066,201202,23
17-066,201203,23
17-066,201205,49
17-066,201206,25
17-066,201207,25
17-066,201208,27
17-066,201209,24
17-066,201210,28
17-066,201211,33
17-066,201212,35
17-066,201214,42
17-066,201215,43
17-066,201216,47
17-066,201217,48
17-066,201218,55
17-066,201219,59
17-066,201220,56
17-066,201221,54
17-066,201222,59
17-066,201223,57
17-066,201224,65
17-066,201225,64
17-066,201226,59
17-066,201227,57
17-066,201228,50
17-066,201229,55
17-066,201230,58
17-066,201231,48
17-066,210101,47
17-066,210102,44
17-066,210103,36
17-070,200711,6
17-070,200712,6
17-070,200713,6
17-070,201028,6
17-070,201205,13
17-070,201206,6
17-070,201207,6
17-070,201211,6
17-070,201212,8
17-070,201214,8
17-070,201215,6
17-070,201216,6
17-072,200722,9
17-072,200723,12
17-072,200724,10
17-072,200726,8
17-072,200727,7
17-072,200728,10
17-072,200729,9
17-072,200730,8
17-072,200731,7
17-072,200801,7
17-072,200802,8
17-072,200803,7
17-072,200901,6
17-072,200902,6
17-072,200903,11
17-072,200904,10
17-072,200905,12
17-072,200906,14
17-072,200907,14
17-072,200908,16
17-072,200909,11
17-072,200910,11
17-072,200911,11
17-072,200912,10
17-072,200913,7
17-072,200914,6
17-072,200915,8
17-072,200916,6
17-072,201016,6
17-072,201017,6
17-072,201029,6
17-072,201030,8
17-072,201031,7
17-072,201101,6
17-072,201125,8
17-072,201128,7
17-072,201129,8
17-072,201130,7
17-072,201201,7
17-072,201202,9
17-072,201203,6
17-072,201205,18
17-072,201206,9
17-072,201207,8
17-072,201208,13
17-072,201209,14
17-072,201210,16
17-072,201211,16
17-072,201212,17
17-072,201214,18
17-072,201215,18
17-072,201216,19
17-072,201217,19
17-072,201218,20
17-072,201219,18
17-072,201220,14
17-072,201221,15
17-072,201222,17
17-072,201223,15
17-072,201224,19
17-072,201225,18
17-072,201226,19
17-072,201227,18
17-072,201228,17
17-072,201229,19
17-072,201230,17
17-072,201231,15
17-072,210101,13
17-072,210102,12
17-072,210103,10
17-080,200703,6
17-080,200704,7
17-080,200705,7
17-080,200710,7
17-080,200712,8
17-080,200713,6
17-080,200714,7
17-080,200715,8
17-080,200716,8
17-080,200717,6
17-080,200721,6
17-080,200724,7
17-080,200726,8
17-080,200727,8
17-080,200728,8
17-080,200729,8
17-080,200730,11
17-080,200731,15
17-080,200801,14
17-080,200802,14
17-080,200803,14
17-080,200804,11
17-080,200805,9
17-080,200806,10
17-080,200807,10
17-080,200808,11
17-080,200809,10
17-080,200810,10
17-080,200811,9
17-080,200812,7
17-080,200813,13
17-080,200814,11
17-080,200815,12
17-080,200816,10
17-080,200817,8
17-080,200818,8
17-080,200820,8
17-080,200821,12
17-080,200822,11
17-080,200823,9
17-080,200824,8
17-080,200825,8
17-080,200826,9
17-080,200827,11
17-080,200828,12
17-080,200829,11
17-080,200830,9
17-080,200831,10
17-080,200901,8
17-080,200902,8
17-080,200903,12
17-080,200904,12
17-080,200905,12
17-080,200906,13
17-080,200907,13
17-080,200908,14
17-080,200909,13
17-080,200910,13
17-080,200911,16
17-080,200912,22
17-080,200913,18
17-080,200914,16
17-080,200915,15
17-080,200916,15
17-080,200917,13
17-080,200918,11
17-080,200919,12
17-080,200920,11
17-080,200921,8
17-080,200922,6
17-080,200923,6
17-080,200924,9
17-080,200925,14
17-080,200926,15
17-080,200927,12
17-080,200928,14
17-080,200929,14
17-080,200930,15
17-080,201001,12
17-080,201002,15
17-080,201003,19
17-080,201004,15
17-080,201005,15
17-080,201006,17
17-080,201007,18
17-080,201008,20
17-080,201009,19
17-080,201010,16
17-080,201011,16
17-080,201012,15
17-080,201013,15
17-080,201014,13
17-080,201015,12
17-080,201016,14
17-080,201017,16
17-080,201018,14
17-080,201019,13
17-080,201020,18
17-080,201021,18
17-080,201022,20
17-080,201023,23
17-080,201024,19
17-080,201025,18
17-080,201026,16
17-080,201027,16
17-080,201028,15
17-080,201029,15
17-080,201030,17
17-080,201031,18
17-080,201101,18
17-080,201102,17
17-080,201103,17
17-080,201104,19
17-080,201105,15
17-080,201106,13
17-080,201107,12
17-080,201108,9
17-080,201109,8
17-080,201110,7
17-080,201111,6
17-080,201112,8
17-080,201118,6
17-080,201119,6
17-080,201125,6
17-080,201126,12
17-080,201127,15
17-080,201128,16
17-080,201129,18
17-080,201130,19
17-080,201201,23
17-080,201202,30
17-080,201203,34
17-080,201205,75
17-080,201206,33
17-080,201207,32
17-080,201208,38
17-080,201209,37
17-080,201210,35
17-080,201211,32
17-080,201212,37
17-080,201214,42
17-080,201215,47
17-080,201216,46
17-080,201217,46
17-080,201218,47
17-080,201219,44
17-080,201220,43
17-080,201221,44
17-080,201222,51
17-080,201223,47
17-080,201224,48
17-080,201225,52
17-080,201226,48
17-080,201227,44
17-080,201228,39
17-080,201229,42
17-080,201230,42
17-080,201231,40
17-080,210101,38
17-080,210102,32
17-080,210103,31
17-081,200629,7
17-081,200630,8
17-081,200701,10
17-081,200702,10
17-081,200703,11
17-081,200704,12
17-081,200705,12
17-081,200706,14
17-081,200707,13
17-081,200708,11
17-081,200709,11
17-081,200710,8
17-081,200711,8
17-081,200712,6
17-081,200713,6
17-081,200723,6
17-081,200724,6
17-081,200726,9
17-081,200727,7
17-081,200728,7
17-081,200730,7
17-081,200731,7
17-081,200801,8
17-081,200802,7
17-081,200803,6
17-081,200804,6
17-081,200807,6
17-081,200808,9
17-081,200809,11
17-081,200810,11
17-081,200811,10
17-081,200812,10
17-081,200813,15
17-081,200814,14
17-081,200815,13
17-081,200816,11
17-081,200817,8
17-081,200818,8
17-081,200819,8
17-081,200820,7
17-081,200821,7
17-081,200822,10
17-081,200823,12
17-081,200824,11
17-081,200825,13
17-081,200826,10
17-081,200827,10
17-081,200828,12
17-081,200829,12
17-081,200830,13
17-081,200831,10
17-081,200901,9
17-081,200902,6
17-081,200903,10
17-081,200904,10
17-081,200905,10
17-081,200906,8
17-081,200907,9
17-081,200908,12
17-081,200909,14
17-081,200910,13
17-081,200911,17
17-081,200912,17
17-081,200913,16
17-081,200914,14
17-081,200915,15
17-081,200916,12
17-081,200917,8
17-081,200918,8
17-081,200919,7
17-081,200920,7
17-081,200921,6
17-081,200924,11
17-081,200925,15
17-081,200926,15
17-081,200927,15
17-081,200928,15
17-081,200929,15
17-081,200930,16
17-081,201001,16
17-081,201002,18
17-081,201003,14
17-081,201004,11
17-081,201005,8
17-081,201006,7
17-081,201007,8
17-081,201008,12
17-081,201009,14
17-081,201010,17
17-081,201011,15
17-081,201012,16
17-081,201013,15
17-081,201014,22
17-081,201015,22
17-081,201016,20
17-081,201017,19
17-081,201018,17
17-081,201019,15
17-081,201020,16
17-081,201021,19
17-081,201022,25
17-081,201023,31
17-081,201024,29
17-081,201025,25
17-081,201026,25
17-081,201027,24
17-081,201028,19
17-081,201029,20
17-081,201030,14
17-081,201031,15
17-081,201101,14
17-081,201102,16
17-081,201103,12
17-081,201104,10
17-081,201105,9
17-081,201106,9
17-081,201107,9
17-081,201108,8
17-081,201109,6
17-081,201125,8
17-081,201126,12
17-081,201127,11
17-081,201128,14
17-081,201129,14
17-081,201130,14
17-081,201201,12
17-081,201202,18
17-081,201203,18
17-081,201205,37
17-081,201206,18
17-081,201207,17
17-081,201208,17
17-081,201209,18
17-081,201210,19
17-081,201211,18
17-081,201212,20
17-081,201214,24
17-081,201215,26
17-081,201216,28
17-081,201217,30
17-081,201218,32
17-081,201219,43
17-081,201220,43
17-081,201221,42
17-081,201222,55
17-081,201223,54
17-081,201224,53
17-081,201225,54
17-081,201226,51
17-081,201227,49
17-081,201228,46
17-081,201229,47
17-081,201230,46
17-081,201231,44
17-081,210101,45
17-081,210102,44
17-081,210103,41
17-084,200629,8
17-084,200630,8
17-084,200701,6
17-084,200702,9
17-084,200703,11
17-084,200704,13
17-084,200705,12
17-084,200706,12
17-084,200707,12
17-084,200708,10
17-084,200709,12
17-084,200710,14
17-084,200711,17
17-084,200712,16
17-084,200713,20
17-084,200714,17
17-084,200715,18
17-084,200716,15
17-084,200717,13
17-084,200718,15
17-084,200719,13
17-084,200720,13
17-084,200721,10
17-084,200722,11
17-084,200723,19
17-084,200724,19
17-084,200726,21
17-084,200727,19
17-084,200728,20
17-084,200729,15
17-084,200730,15
17-084,200731,18
17-084,200801,20
17-084,200802,19
17-084,200803,19
17-084,200804,16
17-084,200805,16
17-084,200806,18
17-084,200807,16
17-084,200808,17
17-084,200809,18
17-084,200810,17
17-084,200811,13
17-084,200812,12
17-084,200813,19
17-084,200814,20
17-084,200815,20
17-084,200816,13
17-084,200817,13
17-084,200818,14
17-084,200819,15
17-084,200820,15
17-084,200821,18
17-084,200822,19
17-084,200823,19
17-084,200824,16
17-084,200825,26
17-084,200826,25
17-084,200827,27
17-084,200828,31
17-084,200829,37
17-084,200830,42
17-084,200831,37
17-084,200901,38
17-084,200902,36
17-084,200903,39
17-084,200904,34
17-084,200905,25
17-084,200906,18
17-084,200907,17
17-084,200908,21
17-084,200909,18
17-084,200910,16
17-084,200911,17
17-084,200912,18
17-084,200913,13
17-084,200914,14
17-084,200915,20
17-084,200916,19
17-084,200917,15
17-084,200918,14
17-084,200919,16
17-084,200920,17
17-084,200921,15
17-084,200922,18
17-084,200923,19
17-084,200924,23
17-084,200925,19
17-084,200926,12
17-084,200927,9
17-084,200928,8
17-084,200929,7
17-084,200930,15
17-084,201001,13
17-084,201002,20
17-084,201003,20
17-084,201004,17
17-084,201005,17
17-084,201006,18
17-084,201007,17
17-084,201008,20
17-084,201009,21
17-084,201010,20
17-084,201011,17
17-084,201012,16
17-084,201013,16
17-084,201014,15
17-084,201015,13
17-084,201016,14
17-084,201017,11
17-084,201018,9
17-084,201019,9
17-084,201020,10
17-084,201021,10
17-084,201022,9
17-084,201023,14
17-084,201024,11
17-084,201025,9
17-084,201026,6
17-084,201027,7
17-084,201028,6
17-084,201029,6
17-084,201030,11
17-084,201031,10
17-084,201101,19
17-084,201102,20
17-084,201103,23
17-084,201104,21
17-084,201105,13
17-084,201106,17
17-084,201107,18
17-084,201108,18
17-084,201109,20
17-084,201110,21
17-084,201111,19
17-084,201112,15
17-084,201113,15
17-084,201114,12
17-084,201115,10
17-084,201116,9
17-084,201117,7
17-084,201118,7
17-084,201126,8
17-084,201127,6
17-084,201128,9
17-084,201129,9
17-084,201130,10
17-084,201201,19
17-084,201202,29
17-084,201203,30
17-084,201205,77
17-084,201206,39
17-084,201207,37
17-084,201208,41
17-084,201209,42
17-084,201210,42
17-084,201211,40
17-084,201212,47
17-084,201214,53
17-084,201215,54
17-084,201216,51
17-084,201217,45
17-084,201218,55
17-084,201219,62
17-084,201220,62
17-084,201221,63
17-084,201222,72
17-084,201223,71
17-084,201224,76
17-084,201225,83
17-084,201226,76
17-084,201227,69
17-084,201228,64
17-084,201229,75
17-084,201230,79
17-084,201231,75
17-084,210101,67
17-084,210102,55
17-084,210103,49
17-086,200710,8
17-086,200711,8
17-086,200712,7
17-086,200713,6
17-086,200714,7
17-086,200715,6
17-086,200909,7
17-086,200922,6
17-086,200924,7
17-086,200925,7
17-086,200926,6
17-086,201007,6
17-086,201008,6
17-086,201009,7
17-086,201010,8
17-086,201011,8
17-086,201012,7
17-086,201013,6
17-086,201015,8
17-086,201016,7
17-086,201017,7
17-086,201018,8
17-086,201019,8
17-086,201020,8
17-086,201021,8
17-086,201022,7
17-086,201023,10
17-086,201024,9
17-086,201025,8
17-086,201026,6
17-086,201027,8
17-086,201028,8
17-086,201029,7
17-086,201030,8
17-086,201031,7
17-086,201101,7
17-086,201102,7
17-086,201103,6
17-086,201125,6
17-086,201127,6
17-086,201128,8
17-086,201129,7
17-086,201130,10
17-086,201201,9
17-086,201202,10
17-086,201203,9
17-086,201205,28
17-086,201206,13
17-086,201207,14
17-086,201208,15
17-086,201209,13
17-086,201210,17
17-086,201211,18
17-086,201212,20
17-086,201214,15
17-086,201215,16
17-086,201216,16
17-086,201217,14
17-086,201218,21
17-086,201219,24
17-086,201220,25
17-086,201221,22
17-086,201222,19
17-086,201223,19
17-086,201224,24
17-086,201225,22
17-086,201226,21
17-086,201227,19
17-086,201228,18
17-086,201229,14
17-086,201230,14
17-086,201231,14
17-086,210101,16
17-086,210102,15
17-086,210103,15
05-014,200802,6
05-014,200803,7
05-014,200906,7
05-014,200907,7
05-014,201008,7
05-014,201009,6
05-014,201012,7
05-014,201013,6
05-014,201020,7
05-014,201021,7
05-014,201125,8
05-014,201130,6
05-014,201201,9
05-014,201202,12
05-014,201203,13
05-014,201205,24
05-014,201206,11
05-014,201207,11
05-014,201208,12
05-014,201209,15
05-014,201210,17
05-014,201211,20
05-014,201212,21
05-014,201214,19
05-014,201215,21
05-014,201216,29
05-014,201217,31
05-014,201218,31
05-014,201219,35
05-014,201220,32
05-014,201221,33
05-014,201222,32
05-014,201223,32
05-014,201224,30
05-014,201225,28
05-014,201226,22
05-014,201227,17
05-014,201228,14
05-014,201229,15
05-014,201230,19
05-014,201231,20
05-014,210101,18
05-014,210102,15
05-014,210103,14
12-087,200808,6
12-087,200809,6
12-087,201205,8
12-087,201209,8
12-087,201210,11
12-087,201211,10
12-087,201212,11
12-087,201214,10
12-087,201215,9
12-087,201216,8
12-087,201217,8
12-087,201218,8
12-087,201219,7
12-087,201220,6
12-087,201222,8
12-087,201223,7
02-026,200812,6
02-026,200813,8
02-026,200814,8
02-026,200815,8
02-026,200816,6
02-026,200930,6
02-026,201001,6
02-026,201002,6
02-026,201003,6
02-026,201102,6
02-026,201104,7
02-026,201105,6
02-026,201107,6
02-026,201205,10
02-026,201206,7
02-026,201207,7
02-026,201208,7
02-026,201209,9
02-026,201210,10
02-026,201211,9
02-026,201212,10
02-026,201214,9
02-026,201215,7
02-026,201216,6
02-026,201219,6
02-026,201220,6
02-026,201222,6
02-026,201224,7
02-026,201225,7
02-026,201226,7
02-026,201227,6
02-026,201228,7
02-026,201229,8
02-026,201230,9
02-026,201231,9
02-026,210101,12
02-026,210102,9
02-026,210103,9
10-092,200806,6
10-092,200807,6
10-092,200819,6
10-092,200820,6
10-092,200826,7
10-092,200827,7
10-092,200828,6
10-092,200829,10
10-092,200830,10
10-092,200831,10
10-092,200901,9
10-092,200902,8
10-092,200903,6
10-092,200904,6
10-092,200905,7
10-092,200906,7
10-092,200907,6
10-092,200915,6
10-092,200916,6
10-092,201027,6
10-092,201028,6
10-092,201029,11
10-092,201030,11
10-092,201031,13
10-092,201101,12
10-092,201102,12
10-092,201103,13
10-092,201104,12
10-092,201105,9
10-092,201106,8
10-092,201107,7
10-092,201108,7
10-092,201109,6
10-092,201125,8
10-092,201126,7
10-092,201127,8
10-092,201128,11
10-092,201129,12
10-092,201130,11
10-092,201201,11
10-092,201202,13
10-092,201203,15
10-092,201205,30
10-092,201206,15
10-092,201207,16
10-092,201208,17
10-092,201209,17
10-092,201210,23
10-092,201211,25
10-092,201212,23
10-092,201214,28
10-092,201215,26
10-092,201216,26
10-092,201217,28
10-092,201218,25
10-092,201219,24
10-092,201220,22
10-092,201221,19
10-092,201222,23
10-092,201223,19
10-092,201224,21
10-092,201225,21
10-092,201226,19
10-092,201227,16
10-092,201228,13
10-092,201229,12
10-092,201230,14
10-092,201231,12
10-092,210101,12
10-092,210102,12
10-092,210103,11
10-114,200807,6
10-114,200808,6
10-114,200810,7
10-114,200811,7
10-114,200820,7
10-114,200821,6
10-114,200822,7
10-114,201112,7
10-114,201113,8
10-114,201114,9
10-114,201115,9
10-114,201116,9
10-114,201117,8
10-114,201118,8
10-114,201119,7
10-114,201125,8
10-114,201128,6
10-114,201201,8
10-114,201202,7
10-114,201203,8
10-114,201205,14
10-114,201206,10
10-114,201207,9
10-114,201208,10
10-114,201209,8
10-114,201210,12
10-114,201211,12
10-114,201212,13
10-114,201214,12
10-114,201215,14
10-114,201216,14
10-114,201217,17
10-114,201218,20
10-114,201219,18
10-114,201220,18
10-114,201221,20
10-114,201222,26
10-114,201223,26
10-114,201224,25
10-114,201225,26
10-114,201226,24
10-114,201227,24
10-114,201228,23
10-114,201229,21
10-114,201230,24
10-114,201231,22
10-114,210101,21
10-114,210102,21
10-114,210103,19
10-218,200815,6
10-218,200816,7
10-218,200817,7
10-218,200818,6
10-218,201102,6
10-218,201103,6
10-218,201104,6
10-218,201105,6
10-218,201106,6
10-218,201107,6
10-218,201108,8
10-218,201109,8
10-218,201110,6
10-218,201203,6
10-218,201205,10
10-218,201206,7
10-218,201210,7
10-218,201211,7
10-218,201212,7
10-218,201214,8
10-218,201215,7
10-218,201216,7
10-218,201217,7
10-218,201218,8
10-218,201219,8
10-218,201220,8
10-218,201221,6
10-218,201222,6
10-243,200819,6
10-243,200820,7
10-243,200821,6
10-243,200822,6
10-243,201102,6
10-243,201103,6
10-243,201104,6
10-243,201110,6
10-243,201126,8
10-243,201127,8
10-243,201128,9
10-243,201129,12
10-243,201130,13
10-243,201201,18
10-243,201202,18
10-243,201203,17
10-243,201205,35
10-243,201206,15
10-243,201207,13
