Clave,Fecha,Casos positivos
10-243,201208,13
10-243,201209,12
10-243,201210,10
10-243,201211,10
10-243,201212,14
10-243,201214,14
10-243,201215,15
10-243,201216,15
10-243,201217,14
10-243,201218,15
10-243,201219,16
10-243,201220,17
10-243,201221,17
10-243,201222,20
10-243,201223,20
10-243,201224,18
10-243,201225,18
10-243,201226,17
10-243,201227,15
10-243,201228,13
10-243,201229,16
10-243,201230,14
10-243,201231,14
10-243,210101,12
10-243,210102,11
10-243,210103,9
10-251,200811,6
10-251,200812,6
10-251,201010,6
10-251,201011,6
10-251,201012,6
10-251,201018,7
10-251,201019,7
10-251,201020,6
10-251,201107,9
10-251,201108,10
10-251,201109,9
10-251,201110,9
10-251,201111,9
10-251,201112,9
10-251,201113,9
10-251,201114,10
10-251,201115,10
10-251,201116,9
10-251,201117,8
10-251,201118,9
10-251,201128,6
10-251,201129,6
10-251,201130,6
10-251,201201,9
10-251,201202,9
10-251,201203,8
10-251,201205,24
10-251,201206,12
10-251,201207,12
10-251,201208,16
10-251,201209,15
10-251,201210,13
10-251,201211,11
10-251,201212,12
10-251,201214,12
10-251,201215,12
10-251,201216,12
10-251,201217,11
10-251,201218,11
10-251,201219,12
10-251,201220,13
10-251,201221,11
10-251,201222,11
10-251,201223,9
10-251,201224,11
10-251,201225,14
10-251,201226,7
10-251,201227,8
10-251,201228,8
10-251,201229,9
10-251,201230,10
10-251,201231,11
10-251,210101,13
10-251,210102,12
10-251,210103,12
07-063,200809,6
07-063,200813,6
07-063,201016,7
07-063,201017,7
07-063,201018,6
07-063,201202,6
07-063,201203,8
07-063,201205,24
07-063,201206,12
07-063,201207,13
07-063,201208,17
07-063,201209,17
07-063,201210,17
07-063,201211,18
07-063,201212,19
07-063,201214,20
07-063,201215,18
07-063,201216,15
07-063,201217,12
07-063,201218,12
07-063,201219,11
07-063,201220,12
07-063,201221,9
07-063,201222,13
07-063,201223,11
07-063,201224,12
07-063,201225,11
07-063,201226,11
07-063,201227,10
07-063,201228,9
07-063,201229,12
07-063,201230,16
07-063,201231,22
07-063,210101,21
07-063,210102,20
07-063,210103,18
07-143,200804,6
07-143,200806,6
07-143,200924,9
07-143,200925,6
07-143,200926,6
07-143,200927,6
07-143,201020,8
07-143,201021,8
07-143,201022,8
07-143,201023,7
07-143,201024,7
07-143,201025,7
07-143,201026,9
07-143,201027,6
07-143,201030,7
07-143,201031,6
07-143,201203,8
07-143,201205,29
07-143,201206,19
07-143,201207,20
07-143,201208,26
07-143,201209,23
07-143,201210,23
07-143,201211,23
07-143,201212,24
07-143,201214,23
07-143,201215,24
07-143,201216,20
07-143,201217,12
07-143,201218,11
07-143,201219,16
07-143,201220,14
07-143,201221,13
07-143,201222,13
07-143,201223,11
07-143,201224,13
07-143,201225,16
07-143,201226,16
07-143,201227,15
07-143,201228,16
07-143,201229,20
07-143,201230,23
07-143,201231,25
07-143,210101,26
07-143,210102,26
07-143,210103,21
07-266,200813,9
07-266,200814,10
07-266,200815,11
07-266,200816,9
07-266,200817,8
07-266,200818,7
07-266,200820,6
07-266,200821,7
07-266,201001,8
07-266,201002,8
07-266,201003,8
07-266,201004,7
07-266,201005,7
07-266,201006,7
07-266,201007,7
07-266,201121,6
07-266,201122,6
07-266,201123,6
07-266,201125,8
07-266,201126,6
07-266,201127,7
07-266,201128,7
07-266,201129,6
07-266,201130,6
07-266,201201,11
07-266,201202,12
07-266,201203,12
07-266,201205,29
07-266,201206,14
07-266,201207,14
07-266,201208,16
07-266,201209,20
07-266,201210,23
07-266,201211,30
07-266,201212,32
07-266,201214,28
07-266,201215,28
07-266,201216,25
07-266,201217,24
07-266,201218,22
07-266,201219,24
07-266,201220,19
07-266,201221,17
07-266,201222,16
07-266,201223,16
07-266,201224,17
07-266,201225,19
07-266,201226,18
07-266,201227,15
07-266,201228,13
07-266,201229,12
07-266,201230,13
07-266,201231,16
07-266,210101,18
07-266,210102,17
07-266,210103,16
07-301,200818,6
07-301,200819,7
07-301,200820,9
07-301,200821,9
07-301,200822,10
07-301,200823,8
07-301,200824,10
07-301,200825,8
07-301,200826,7
07-301,200827,7
07-301,200829,6
07-301,200831,6
07-301,200905,6
07-301,200906,7
07-301,200907,6
07-301,200908,6
07-301,201007,6
07-301,201008,6
07-301,201128,6
07-301,201129,7
07-301,201130,8
07-301,201201,7
07-301,201202,9
07-301,201203,10
07-301,201205,25
07-301,201206,16
07-301,201207,16
07-301,201208,16
07-301,201209,15
07-301,201210,15
07-301,201211,14
07-301,201212,15
07-301,201214,12
07-301,201215,13
07-301,201216,12
07-301,201217,10
07-301,201218,10
07-301,201219,9
07-301,201220,9
07-301,201221,10
07-301,201222,13
07-301,201223,17
07-301,201224,16
07-301,201225,18
07-301,201226,19
07-301,201227,18
07-301,201228,19
07-301,201229,18
07-301,201230,17
07-301,201231,17
07-301,210101,19
07-301,210102,14
07-301,210103,12
08-040,200801,6
08-040,200802,6
14-005,200806,7
14-005,200827,7
14-005,200828,7
14-005,200829,8
14-005,200830,8
14-005,200904,6
14-005,200905,8
14-005,200906,8
14-005,201005,8
14-005,201006,8
14-005,201007,9
14-005,201008,8
14-005,201009,6
14-005,201010,6
14-005,201020,7
14-005,201021,6
14-005,201022,6
14-005,201023,6
14-005,201027,6
14-005,201028,6
14-005,201106,6
14-005,201108,8
14-005,201109,9
14-005,201110,11
14-005,201111,13
14-005,201112,14
14-005,201113,13
14-005,201114,12
14-005,201115,9
14-005,201116,9
14-005,201117,6
14-005,201118,8
14-005,201119,7
14-005,201125,10
14-005,201126,8
14-005,201127,9
14-005,201128,8
14-005,201129,11
14-005,201130,11
14-005,201201,12
14-005,201202,16
14-005,201203,19
14-005,201205,44
14-005,201206,22
14-005,201207,22
14-005,201208,22
14-005,201209,22
14-005,201210,21
14-005,201211,24
14-005,201212,28
14-005,201214,27
14-005,201215,25
14-005,201216,22
14-005,201217,23
14-005,201218,20
14-005,201219,20
14-005,201220,19
14-005,201221,20
14-005,201222,21
14-005,201223,21
14-005,201224,18
14-005,201225,15
14-005,201226,11
14-005,201227,10
14-005,201228,8
14-005,201229,11
14-005,201230,12
14-005,201231,7
14-005,210101,7
14-005,210102,7
14-005,210103,12
14-036,200819,7
14-036,200820,11
14-036,200821,9
14-036,200822,10
14-036,200823,10
14-036,200824,10
14-036,200825,7
14-036,200826,7
14-036,200909,7
14-036,200910,7
14-036,200911,7
14-036,200912,6
14-036,200914,6
14-036,200915,6
14-036,201004,6
14-036,201007,6
14-036,201203,7
14-036,201205,16
14-036,201206,9
14-036,201207,12
14-036,201208,12
14-036,201209,14
14-036,201210,14
14-036,201211,15
14-036,201212,16
14-036,201214,15
14-036,201215,14
14-036,201216,13
14-036,201217,11
14-036,201218,14
14-036,201219,13
14-036,201220,11
14-036,201221,11
14-036,201222,11
14-036,201223,12
14-036,201224,10
14-036,201225,9
14-036,201226,9
14-036,201227,8
14-036,201228,7
14-036,201229,6
14-036,210103,6
14-052,200808,6
14-052,200819,6
14-052,200909,6
14-052,200910,7
14-052,200911,8
14-052,200912,7
14-052,200913,6
14-052,200927,7
14-052,200928,7
14-052,200929,7
14-052,200930,6
14-052,201001,7
14-052,201002,6
14-052,201004,6
14-052,201026,7
14-052,201027,8
14-052,201028,6
14-052,201029,6
14-052,201030,8
14-052,201031,7
14-052,201101,8
14-052,201102,9
14-052,201103,9
14-052,201104,10
14-052,201105,11
14-052,201106,11
14-052,201107,11
14-052,201108,11
14-052,201109,11
14-052,201110,15
14-052,201111,12
14-052,201112,10
14-052,201113,11
14-052,201114,9
14-052,201115,10
14-052,201116,10
14-052,201117,9
14-052,201118,9
14-052,201119,7
14-052,201125,15
14-052,201126,10
14-052,201127,10
14-052,201128,15
14-052,201129,19
14-052,201130,20
14-052,201201,20
14-052,201202,21
14-052,201203,20
14-052,201205,43
14-052,201206,29
14-052,201207,29
14-052,201208,32
14-052,201209,33
14-052,201210,32
14-052,201211,33
14-052,201212,34
14-052,201214,34
14-052,201215,34
14-052,201216,32
14-052,201217,38
14-052,201218,36
14-052,201219,35
14-052,201220,25
14-052,201221,23
14-052,201222,24
14-052,201223,23
14-052,201224,25
14-052,201225,25
14-052,201226,25
14-052,201227,25
14-052,201228,22
14-052,201229,25
14-052,201230,23
14-052,201231,19
14-052,210101,20
14-052,210102,20
14-052,210103,19
14-056,200807,6
14-056,201015,7
14-056,201016,9
14-056,201017,9
14-056,201018,10
14-056,201019,7
14-056,201020,8
14-056,201021,7
14-056,201022,8
14-056,201023,7
14-056,201024,7
14-056,201027,10
14-056,201028,12
14-056,201029,14
14-056,201030,15
14-056,201031,13
14-056,201101,12
14-056,201102,8
14-056,201103,7
14-056,201105,6
14-056,201107,7
14-056,201108,6
14-056,201111,7
14-056,201112,7
14-056,201113,7
14-056,201114,8
14-056,201115,7
14-056,201125,9
14-056,201126,8
14-056,201127,8
14-056,201128,10
14-056,201129,10
14-056,201130,9
14-056,201201,9
14-056,201202,10
14-056,201203,10
14-056,201205,20
14-056,201206,11
14-056,201207,13
14-056,201208,14
14-056,201209,14
14-056,201210,14
14-056,201211,15
14-056,201212,18
14-056,201214,17
14-056,201215,22
14-056,201216,19
14-056,201217,18
14-056,201218,19
14-056,201219,15
14-056,201220,15
14-056,201221,12
14-056,201222,13
14-056,201223,12
14-056,201224,13
14-056,201225,14
14-056,201226,14
14-056,201227,15
14-056,201228,13
14-056,201229,16
14-056,201230,15
14-056,201231,15
14-056,210101,16
14-056,210102,16
14-056,210103,14
14-067,200806,6
14-067,200827,7
14-067,200828,7
14-067,200829,6
14-067,200830,6
14-067,200901,6
14-067,200902,7
14-067,200903,7
14-067,200904,8
14-067,200905,6
14-067,200907,7
14-067,200908,6
14-067,200910,6
14-067,200911,9
14-067,200912,7
14-067,200914,6
14-067,200915,6
14-067,200916,11
14-067,200917,8
14-067,200918,10
14-067,200919,10
14-067,200920,8
14-067,200921,8
14-067,200922,8
14-067,200923,7
14-067,200924,8
14-067,200925,6
14-067,201008,6
14-067,201009,7
14-067,201010,8
14-067,201011,9
14-067,201012,11
14-067,201013,9
14-067,201014,6
14-067,201017,6
14-067,201018,7
14-067,201019,8
14-067,201020,9
14-067,201021,7
14-067,201022,9
14-067,201023,8
14-067,201024,7
14-067,201025,7
14-067,201026,9
14-067,201027,10
14-067,201028,8
14-067,201029,12
14-067,201030,11
14-067,201031,9
14-067,201101,10
14-067,201102,11
14-067,201103,11
14-067,201104,10
14-067,201105,7
14-067,201106,8
14-067,201107,10
14-067,201108,11
14-067,201109,11
14-067,201110,13
14-067,201111,18
14-067,201112,14
14-067,201113,15
14-067,201114,16
14-067,201115,14
14-067,201116,13
14-067,201117,13
14-067,201118,12
14-067,201119,9
14-067,201125,6
14-067,201126,25
14-067,201127,25
14-067,201128,29
14-067,201129,29
14-067,201130,33
14-067,201201,36
14-067,201202,41
14-067,201203,39
14-067,201205,71
14-067,201206,35
14-067,201207,27
14-067,201208,22
14-067,201209,26
14-067,201210,23
14-067,201211,23
14-067,201212,29
14-067,201214,37
14-067,201215,43
14-067,201216,41
14-067,201217,39
14-067,201218,37
14-067,201219,42
14-067,201220,40
14-067,201221,42
14-067,201222,42
14-067,201223,38
14-067,201224,38
14-067,201225,37
14-067,201226,32
14-067,201227,24
14-067,201228,23
14-067,201229,22
14-067,201230,17
14-067,201231,12
14-067,210101,9
14-067,210102,6
14-067,210103,8
16-001,200814,6
16-001,200901,7
16-001,200902,8
16-001,200903,6
16-001,200904,6
16-001,200930,6
16-001,201001,6
16-001,201002,6
16-001,201003,7
16-001,201004,8
16-001,201005,7
16-001,201006,8
16-001,201007,6
16-001,201011,6
16-001,201012,6
16-001,201013,7
16-001,201014,6
16-001,201015,8
16-001,201016,9
16-001,201017,8
16-001,201018,7
16-001,201019,6
16-001,201020,6
16-001,201021,6
16-001,201022,6
16-001,201023,6
16-001,201027,6
16-001,201028,6
16-001,201029,6
16-001,201108,6
16-001,201109,6
16-001,201110,6
16-001,201128,9
16-001,201129,9
16-001,201130,9
16-001,201201,9
16-001,201202,11
16-001,201203,11
16-001,201205,26
16-001,201206,12
16-001,201207,11
16-001,201208,10
16-001,201209,9
16-001,201210,9
16-001,201211,10
16-001,201212,10
16-001,201214,12
16-001,201215,11
16-001,201216,8
16-001,201217,7
16-001,201218,8
16-001,201219,8
16-001,201220,8
16-001,201221,7
16-001,201222,9
16-001,201223,9
16-001,201224,10
16-001,201225,9
16-001,201226,10
16-001,201227,10
16-001,201228,10
16-001,201229,11
16-001,201230,15
16-001,201231,17
16-001,210101,16
16-001,210102,16
16-001,210103,13
16-070,200813,6
16-070,200814,6
16-070,200815,6
16-070,201007,6
16-070,201126,9
16-070,201127,9
16-070,201128,9
16-070,201129,9
16-070,201130,8
16-070,201201,9
16-070,201202,9
16-070,201203,9
16-070,201205,14
16-070,201206,6
16-070,201210,7
16-070,201211,9
16-070,201212,10
16-070,201214,10
16-070,201215,10
16-070,201216,10
16-070,201217,10
16-070,201218,11
16-070,201219,10
16-070,201220,11
16-070,201221,10
16-070,201222,12
16-070,201223,14
16-070,201224,14
16-070,201225,10
16-070,201226,9
16-070,201227,8
16-070,201228,6
16-070,201229,7
16-070,201230,8
16-070,201231,8
16-070,210101,8
16-070,210102,8
16-070,210103,8
16-083,200819,6
16-083,200820,7
16-083,200821,7
16-083,200822,6
16-083,200823,8
16-083,200824,6
16-083,200825,6
16-083,200826,6
16-083,200827,6
16-083,200919,6
16-083,200920,6
16-083,201125,6
16-083,201127,8
16-083,201128,9
16-083,201129,10
16-083,201130,11
16-083,201201,8
16-083,201202,9
16-083,201203,9
16-083,201205,19
16-083,201206,10
16-083,201207,9
16-083,201208,11
16-083,201209,11
16-083,201210,10
16-083,201211,10
16-083,201212,10
16-083,201214,7
16-083,201215,9
16-083,201216,9
16-083,201217,10
16-083,201218,10
16-083,201219,8
16-083,201220,6
16-083,201221,6
16-083,201222,6
16-083,201223,6
16-083,201224,8
16-083,201225,8
16-083,201226,7
16-083,201227,6
16-083,201228,6
16-083,201229,7
16-083,201230,9
16-083,201231,10
16-083,210101,11
16-083,210102,11
16-083,210103,11
17-012,200815,7
17-012,200820,8
17-012,200821,10
17-012,200822,10
17-012,200823,11
17-012,200824,9
17-012,200825,15
17-012,200826,15
17-012,200827,17
17-012,200828,19
17-012,200829,23
17-012,200830,19
17-012,200831,15
17-012,200901,15
17-012,200902,15
17-012,200903,14
17-012,200904,15
17-012,200905,15
17-012,200906,15
17-012,200907,13
17-012,200908,10
17-012,200909,6
17-012,200910,8
17-012,200911,8
17-012,200912,9
17-012,200913,12
17-012,200914,12
17-012,200915,12
17-012,200916,8
17-012,200917,7
17-012,200920,6
17-012,201002,6
17-012,201003,6
17-012,201004,6
17-012,201007,6
17-012,201022,6
17-012,201023,6
17-012,201027,6
17-012,201028,6
17-012,201030,14
17-012,201031,14
17-012,201101,13
17-012,201102,13
17-012,201103,8
17-012,201112,6
17-012,201113,7
17-012,201114,6
17-012,201127,8
17-012,201128,13
17-012,201129,14
17-012,201130,16
17-012,201201,20
17-012,201202,17
17-012,201203,17
17-012,201205,35
17-012,201206,15
17-012,201207,17
17-012,201208,12
17-012,201209,13
17-012,201210,11
17-012,201211,8
17-012,201212,9
17-012,201214,16
17-012,201215,16
17-012,201216,18
17-012,201217,17
17-012,201218,17
17-012,201219,19
17-012,201220,18
17-012,201221,18
17-012,201222,21
17-012,201223,19
17-012,201224,18
17-012,201225,17
17-012,201226,17
17-012,201227,17
17-012,201228,15
17-012,201229,14
17-012,201230,16
17-012,201231,16
17-012,210101,15
17-012,210102,12
17-012,210103,11
17-023,200801,6
17-023,200906,6
17-023,200907,6
17-023,200908,6
17-023,200909,6
17-023,201027,8
17-023,201028,7
17-023,201029,8
17-023,201030,11
17-023,201031,9
17-023,201101,7
17-023,201102,8
17-023,201103,9
17-023,201104,8
17-023,201105,8
17-023,201106,6
17-023,201108,6
17-023,201109,6
17-023,201110,6
17-023,201202,7
17-023,201203,8
17-023,201205,16
17-023,201206,9
17-023,201207,9
17-023,201208,12
17-023,201209,15
17-023,201210,14
17-023,201211,13
17-023,201212,15
17-023,201214,13
17-023,201215,12
17-023,201216,12
17-023,201217,10
17-023,201218,10
17-023,201219,14
17-023,201220,15
17-023,201221,15
17-023,201222,17
17-023,201223,15
17-023,201224,14
17-023,201225,15
17-023,201226,16
17-023,201227,12
17-023,201228,12
17-023,201229,14
17-023,201230,11
17-023,201231,10
17-023,210101,10
17-023,210102,10
17-023,210103,10
17-028,200804,6
17-028,200809,7
17-028,200810,6
17-028,200811,6
17-028,200813,6
17-028,200816,6
17-028,200820,7
17-028,200821,8
17-028,200822,6
17-028,200823,6
17-028,200825,6
17-028,200903,7
17-028,200904,7
17-028,200905,7
17-028,200906,7
17-028,200925,6
17-028,201016,6
17-028,201128,14
17-028,201129,14
17-028,201130,13
17-028,201201,12
17-028,201202,15
17-028,201203,19
17-028,201205,38
17-028,201206,14
17-028,201207,14
17-028,201208,10
17-028,201209,12
17-028,201210,13
17-028,201211,13
17-028,201212,15
17-028,201214,16
17-028,201215,19
17-028,201216,20
17-028,201217,20
17-028,201218,20
17-028,201219,22
17-028,201220,25
17-028,201221,25
17-028,201222,25
17-028,201223,24
17-028,201224,23
17-028,201225,22
17-028,201226,13
17-028,201227,13
17-028,201228,8
17-028,201229,9
17-028,201230,16
17-028,201231,17
17-028,210101,19
17-028,210102,20
17-028,210103,17
05-043,200813,8
05-043,200814,8
05-043,200815,8
05-043,200816,7
05-043,200817,7
05-043,200818,7
05-043,200819,7
05-043,200820,8
05-043,200821,6
05-043,201130,6
05-043,201201,6
05-043,201202,7
05-043,201203,6
05-043,201205,21
05-043,201206,11
05-043,201207,11
05-043,201208,12
05-043,201209,13
05-043,201210,12
05-043,201211,11
05-043,201212,12
05-043,201214,12
05-043,201215,13
05-043,201216,13
05-043,201217,12
05-043,201218,9
05-043,201219,10
05-043,201220,9
05-043,201221,8
05-043,201222,14
